0.,0.,0.,0.,0.,0.010021,0.,0.,41.745505
0.,0.,0.,0.,0.,0.059371,0.,0.,41.842745
0.,0.,0.,0.,0.,0.008883,0.,0.,77.923018
0.,0.,0.,0.,0.,0.008988,0.,0.,77.938578
0.,0.,0.,0.,0.,0.00854,0.,0.,77.953387
0.,0.,0.,0.,0.,0.008515,0.,0.,77.967398
0.,0.,0.,0.,0.,0.008816,0.,0.,77.981713
0.,0.,0.,0.,0.,0.008842,0.,0.,77.995903
0.,0.,0.,0.,0.,0.00892,0.,0.,78.010172
0.,0.,0.,0.,0.,0.008472,0.,0.,78.025083
0.,0.,0.,0.,0.,0.008299,0.,0.,78.03914
0.,0.,0.,0.,0.,0.008372,0.,0.,78.053285
0.,0.,0.,0.,0.,0.008409,0.,0.,78.06733
0.,0.,0.,0.,0.,0.008468,0.,0.,78.081537
0.,0.,0.,0.,0.,0.008482,0.,0.,78.095855
0.,0.,0.,0.,0.,0.008548,0.,0.,78.110589
0.,0.,0.,0.,0.,0.003719,0.,0.,78.12508
0.,0.,0.,0.,0.,0.003777,0.,0.,78.134223
0.,0.,0.,0.,0.,0.003821,0.,0.,78.143617
0.,0.,0.,0.,0.,0.003841,0.,0.,78.152905
0.,0.,0.,0.,0.,0.003815,0.,0.,78.162596
0.,0.,0.,0.,0.,0.001379,0.,0.,78.172852
0.,0.,0.,0.,0.,0.001364,0.,0.,78.179599
0.,0.,0.,0.,0.,0.001317,0.,0.,78.186408
0.,0.,0.,0.,0.,0.001292,0.,0.,78.193086
0.,0.,0.,0.,0.,0.00128,0.,0.,78.199666
0.,0.,0.,0.,0.,0.001333,0.,0.,78.206514
0.,0.,0.,0.,0.,0.001345,0.,0.,78.213566
0.,0.,0.,0.,0.,0.001332,0.,0.,78.220591
0.,0.,0.,0.,0.,0.001315,0.,0.,78.227804
0.,0.,0.,0.,0.,0.001352,0.,0.,78.235034
0.,0.,0.,0.,0.,0.001343,0.,0.,78.242386
0.,0.,0.,0.,0.,0.001337,0.,0.,78.249728
