0.,0.,0.,0.,0.,0.001301,0.,0.,78.257303
0.,0.,0.,0.,0.,0.001356,0.,0.,78.265001
0.,0.,0.,0.,0.,0.001336,0.,0.,78.272666
0.,0.,0.,0.,0.,0.001361,0.,0.,78.280457
0.,0.,0.,0.,0.,0.001333,0.,0.,78.288455
0.,0.,0.,0.,0.,0.001359,0.,0.,78.296415
0.,0.,0.,0.,0.,0.001358,0.,0.,78.304384
0.,0.,0.,0.,0.,0.004381,0.,0.,78.862914
0.,0.,0.,0.,0.,0.001311,0.,0.,78.874648
0.,0.,0.,0.,0.,0.001268,0.,0.,78.882988
0.,0.,0.,0.,0.,0.001301,0.,0.,78.891264
0.,0.,0.,0.,0.,0.001309,0.,0.,78.899689
0.,0.,0.,0.,0.,0.001366,0.,0.,78.908347
0.,0.,0.,0.,0.,0.001345,0.,0.,78.917191
0.,0.,0.,0.,0.,0.001324,0.,0.,78.925948
0.,0.,0.,0.,0.,0.001293,0.,0.,78.935571
0.,0.,0.,0.,0.,0.001308,0.,0.,78.944396
0.,0.,0.,0.,0.,0.00133,0.,0.,78.953208
0.,0.,0.,0.,0.,0.001285,0.,0.,78.962148
0.,0.,0.,0.,0.,0.001347,0.,0.,78.971108
0.,0.,0.,0.,0.,0.001333,0.,0.,78.980088
0.,0.,0.,0.,0.,0.001344,0.,0.,78.989141
0.,0.,0.,0.,0.,0.001306,0.,0.,78.99831
0.,0.,0.,0.,0.,0.001311,0.,0.,79.007755
0.,0.,0.,0.,0.,0.001299,0.,0.,79.017689
0.,0.,0.,0.,0.,0.001322,0.,0.,79.027227
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.083309
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.091656
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.099954
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.108179
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.116228
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.124458
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.132774
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.141276
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.149568
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.158023
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.166635
0.,0.,0.,0.,0.,6.e-6,0.,0.,79.175245
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.183694
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.192643
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.201562
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.210586
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.219514
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.228687
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.237708
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.261132
0.,0.,0.,0.,0.,3.e-6,0.,0.,79.270772
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.279887
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.289195
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.298396
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.307599
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.317199
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.326686
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.336408
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.345939
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.355802
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.365761
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.375777
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.385834
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.395914
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.4062
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.416437
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.4271
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.437509
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.462789
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.473586
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.484275
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.494927
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.505915
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.516922
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.528015
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.53911
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.550155
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.561223
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.572385
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.583568
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.594847
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.606343
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.617414
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.62882
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.640545
0.,0.,0.,0.,0.,5.e-6,0.,0.,79.652533
0.,0.,0.,0.,0.,4.e-6,0.,0.,79.664197
