"BuildHiGGS","BuildHiGGS","DefTheory","DefTheory","PoissonBracket","PoissonBracket","Velocity","Velocity","ToNewCanonical","ToNewCanonical"
0.,0.,0.,0.,0.,0.,0.,0.,3.858158327502361e9,0.011197
0.,0.,0.,0.,0.,0.,0.,0.,3.858158327634656e9,0.053163
3.85815828002602e9,88.892522,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,3.858158368923058e9,0.001853,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,3.858158368933463e9,0.009757
0.,0.,0.,0.,0.,0.,0.,0.,3.858158368947664e9,0.008581
0.,0.,0.,0.,0.,0.,0.,0.,3.85815836896038e9,0.008783
0.,0.,0.,0.,0.,0.,0.,0.,3.858158368973193e9,0.008513
0.,0.,0.,0.,0.,0.,0.,0.,3.858158368985705e9,0.008187
0.,0.,0.,0.,0.,0.,0.,0.,3.858158368997697e9,0.008423
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369009912e9,0.008247
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369022301e9,0.008465
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369034849e9,0.008322
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369047275e9,0.008471
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369059906e9,0.008405
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369072618e9,0.008468
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369085592e9,0.008546
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369099201e9,0.008472
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369112476e9,0.003827
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369120911e9,0.003738
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369129412e9,0.003785
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369137839e9,0.003771
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369146575e9,0.003729
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369155917e9,0.005276
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369166207e9,0.005278
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369176389e9,0.005109
0.,0.,0.,0.,0.,0.,0.,0.,3.858158369186496e9,0.005069
