"BuildHiGGS","BuildHiGGS","DefTheory","DefTheory","PoissonBracket","PoissonBracket","Velocity","Velocity","ToNewCanonical","ToNewCanonical"
0.,0.,0.,0.,0.,0.,0.,0.,3.858158329532556e9,0.011085
0.,0.,0.,0.,0.,0.,0.,0.,3.85815832962808e9,0.050325
3.858158280026755e9,86.181303,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,3.858158366212043e9,0.001703,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366222348e9,0.010336
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366236881e9,0.009133
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366250122e9,0.008986
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366263535e9,0.008961
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366276958e9,0.008821
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366290091e9,0.008826
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366303448e9,0.008849
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366316875e9,0.008734
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366329987e9,0.00865
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366343131e9,0.008774
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366356473e9,0.008792
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366370056e9,0.00881
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366383645e9,0.008748
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366397794e9,0.009153
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366412042e9,0.004112
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366421103e9,0.004076
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366430076e9,0.004121
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366439364e9,0.004158
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366448716e9,0.004179
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366458976e9,0.001586
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366465692e9,0.001594
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366472454e9,0.001546
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366479275e9,0.001542
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366486191e9,0.00148
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366492845e9,0.001455
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366499655e9,0.001434
0.,0.,0.,0.,0.,0.,0.,0.,3.85815836650662e9,0.001546
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366513897e9,0.001583
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366522381e9,0.001697
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366530395e9,0.001701
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366538246e9,0.001639
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366546182e9,0.001681
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366554246e9,0.001633
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366562596e9,0.001684
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366570672e9,0.001633
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366579109e9,0.001677
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366587456e9,0.001713
0.,0.,0.,0.,0.,0.,0.,0.,3.858158366595976e9,0.001666
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367147654e9,0.004662
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367158901e9,0.001516
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367167014e9,0.001622
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367175402e9,0.001587
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367183799e9,0.001588
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367192078e9,0.001561
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367200366e9,0.001596
0.,0.,0.,0.,0.,0.,0.,0.,3.85815836720905e9,0.001513
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367217444e9,0.001521
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367225971e9,0.001557
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367234596e9,0.001477
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367243264e9,0.00155
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367251956e9,0.001608
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367260928e9,0.001482
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367269619e9,0.001487
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367278604e9,0.001569
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367287515e9,0.00151
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367297151e9,0.001532
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367306379e9,0.001579
0.,0.,0.,0.,3.858158366217611e9,1.09986,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367370713e9,0.000239
0.,0.,0.,0.,0.,0.,0.,0.,3.85815836737995e9,0.000301
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367389015e9,0.000317
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367398326e9,0.000322
0.,0.,0.,0.,0.,0.,0.,0.,3.85815836740757e9,0.000301
0.,0.,0.,0.,0.,0.,0.,0.,3.85815836741683e9,0.000294
0.,0.,0.,0.,0.,0.,0.,0.,3.85815836742604e9,0.000301
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367435321e9,0.000302
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367444378e9,0.000311
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367453656e9,0.000296
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367463088e9,0.00029
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367472455e9,0.0003
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367481781e9,0.000294
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367491585e9,0.00029
0.,0.,0.,0.,0.,0.,0.,0.,3.8581583675013e9,0.000271
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367510905e9,0.000263
0.,0.,0.,0.,0.,0.,0.,0.,3.85815836752076e9,0.000257
0.,0.,0.,0.,0.,0.,0.,0.,3.85815836753059e9,0.000247
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367540475e9,0.000266
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367564626e9,0.000236
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367574998e9,0.00022
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367584923e9,0.000243
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367594886e9,0.000221
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367604984e9,0.000226
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367615196e9,0.000206
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367625366e9,0.000215
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367635484e9,0.000208
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367645548e9,0.000203
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367655565e9,0.000199
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367665627e9,0.000198
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367675815e9,0.0002
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367686024e9,0.000202
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367696188e9,0.000199
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367706609e9,0.000205
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367717395e9,0.000219
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367728017e9,0.000231
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367739978e9,0.00023
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367750948e9,0.000222
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367775935e9,0.000209
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367787535e9,0.000226
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367798671e9,0.000222
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367810175e9,0.000213
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367821267e9,0.00022
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367832401e9,0.000243
0.,0.,0.,0.,0.,0.,0.,0.,3.858158367843644e9,0.000214
