"BuildHiGGS","BuildHiGGS","DefTheory","DefTheory","PoissonBracket","PoissonBracket","Velocity","Velocity","ToNewCanonical","ToNewCanonical"
0.,0.,0.,0.,0.,0.,0.,0.,3.858158397276525e9,0.481819
0.,0.,0.,0.,0.,0.,0.,0.,3.85815839779466e9,0.476709
0.,0.,0.,0.,0.,0.,0.,0.,3.858158398308182e9,0.475215
0.,0.,0.,0.,0.,0.,0.,0.,3.85815839881972e9,0.479727
0.,0.,0.,0.,0.,0.,0.,0.,3.858158399960047e9,0.479665
0.,0.,0.,0.,0.,0.,0.,0.,3.85815840047448e9,0.478441
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403805792e9,0.000266
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403817436e9,0.00022
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403828268e9,0.000217
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403839132e9,0.000209
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403850145e9,0.000214
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403861303e9,0.000212
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403871925e9,0.000189
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403882724e9,0.000213
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403893985e9,0.000222
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403905129e9,0.000204
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403916213e9,0.000268
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403927344e9,0.000198
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403938345e9,0.000205
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403949535e9,0.000205
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403961267e9,0.000227
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403973085e9,0.000218
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403984852e9,0.000208
0.,0.,0.,0.,0.,0.,0.,0.,3.858158403997265e9,0.000214
0.,0.,0.,0.,0.,0.,0.,0.,3.858158404009775e9,0.000226
