"BuildHiGGS","BuildHiGGS","DefTheory","DefTheory","PoissonBracket","PoissonBracket","Velocity","Velocity","ToNewCanonical","ToNewCanonical"
0.,0.,0.,0.,0.,0.,0.,0.,3.858158243342631e9,0.010328
0.,0.,0.,0.,0.,0.,0.,0.,3.858158243458216e9,0.044847
3.85815820898717e9,65.058588,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,3.85815827405667e9,0.002946,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,3.858158408395629e9,0.332092
0.,0.,0.,0.,0.,0.,0.,0.,3.858158409392412e9,0.210438
0.,0.,0.,0.,0.,0.,0.,0.,3.858158409613338e9,0.205025
0.,0.,0.,0.,0.,0.,0.,0.,3.858158409828459e9,0.203908
0.,0.,0.,0.,0.,0.,0.,0.,3.858158410042023e9,0.206751
0.,0.,0.,0.,0.,0.,0.,0.,3.858158410258588e9,0.202461
0.,0.,0.,0.,0.,0.,0.,0.,3.858158410470965e9,0.196833
0.,0.,0.,0.,0.,0.,0.,0.,3.858158410677989e9,0.196143
0.,0.,0.,0.,0.,0.,0.,0.,3.858158410885533e9,0.196794
0.,0.,0.,0.,0.,0.,0.,0.,3.858158411092702e9,0.197398
0.,0.,0.,0.,0.,0.,0.,0.,3.858158411300608e9,0.197259
0.,0.,0.,0.,0.,0.,0.,0.,3.858158411508403e9,0.196328
0.,0.,0.,0.,0.,0.,0.,0.,3.858158411714638e9,0.195808
0.,0.,0.,0.,0.,0.,0.,0.,3.858158411920393e9,0.195425
0.,0.,0.,0.,0.,0.,0.,0.,3.858158412126058e9,0.197587
0.,0.,0.,0.,0.,0.,0.,0.,3.858158412334155e9,0.197516
0.,0.,0.,0.,0.,0.,0.,0.,3.858158412565627e9,2.293002
0.,0.,0.,0.,0.,0.,0.,0.,3.858158414911868e9,1.389534
0.,0.,0.,0.,0.,0.,0.,0.,3.858158416949942e9,0.512363
0.,0.,0.,0.,0.,0.,0.,0.,3.858158417483241e9,0.496126
0.,0.,0.,0.,0.,0.,0.,0.,3.858158418470346e9,0.200568
0.,0.,0.,0.,0.,0.,0.,0.,3.858158418694775e9,2.149019
0.,0.,0.,0.,0.,0.,0.,0.,3.858158420852022e9,0.222852
0.,0.,0.,0.,0.,0.,0.,0.,3.858158421269798e9,0.042411
0.,0.,0.,0.,0.,0.,0.,0.,3.858158421367432e9,0.043548
0.,0.,0.,0.,0.,0.,0.,0.,3.858158421416908e9,0.042975
0.,0.,0.,0.,0.,0.,0.,0.,3.858158421465636e9,0.0423
0.,0.,0.,0.,0.,0.,0.,0.,3.85815842156029e9,0.042455
0.,0.,0.,0.,0.,0.,0.,0.,3.858158421608654e9,0.042627
0.,0.,0.,0.,0.,0.,0.,0.,3.858158421781464e9,0.103566
0.,0.,0.,0.,0.,0.,0.,0.,3.858158421892836e9,0.124665
0.,0.,0.,0.,0.,0.,0.,0.,3.858158422031787e9,0.447443
0.,0.,0.,0.,0.,0.,0.,0.,3.858158422485574e9,0.127057
0.,0.,0.,0.,0.,0.,0.,0.,3.858158422759006e9,0.118606
0.,0.,0.,0.,0.,0.,0.,0.,3.858158423030227e9,0.125196
0.,0.,0.,0.,0.,0.,0.,0.,3.858158423172561e9,0.120854
0.,0.,0.,0.,0.,0.,0.,0.,3.858158423302598e9,0.115354
0.,0.,0.,0.,0.,0.,0.,0.,3.858158423576253e9,0.122703
0.,0.,0.,0.,0.,0.,0.,0.,3.858158423705838e9,0.123694
0.,0.,0.,0.,0.,0.,0.,0.,3.85815842383654e9,0.123598
0.,0.,0.,0.,0.,0.,0.,0.,3.85815842411611e9,0.114239
0.,0.,0.,0.,0.,0.,0.,0.,3.858158424237476e9,0.118062
0.,0.,0.,0.,0.,0.,0.,0.,3.858158424587204e9,0.116707
0.,0.,0.,0.,0.,0.,0.,0.,3.858158424711491e9,0.113844
0.,0.,0.,0.,0.,0.,0.,0.,3.858158424832636e9,0.116397
0.,0.,0.,0.,0.,0.,0.,0.,3.858158424956078e9,0.116349
0.,0.,0.,0.,0.,0.,0.,0.,3.858158425213071e9,0.121095
0.,0.,0.,0.,0.,0.,0.,0.,3.858158425486067e9,0.113374
0.,0.,0.,0.,0.,0.,0.,0.,3.858158425608045e9,0.115395
0.,0.,0.,0.,0.,0.,0.,0.,3.858158425730857e9,0.116081
0.,0.,0.,0.,0.,0.,0.,0.,3.858158425854496e9,0.113459
0.,0.,0.,0.,0.,0.,0.,0.,3.858158425975827e9,0.116356
0.,0.,0.,0.,0.,0.,0.,0.,3.858158426100121e9,0.116339
0.,0.,0.,0.,0.,0.,0.,0.,3.858158426236551e9,0.843224
0.,0.,0.,0.,0.,0.,0.,0.,3.858158427088141e9,0.057042
0.,0.,0.,0.,0.,0.,0.,0.,3.858158427153316e9,0.057068
0.,0.,0.,0.,0.,0.,0.,0.,3.858158427217967e9,0.05447
0.,0.,0.,0.,0.,0.,0.,0.,3.858158427280687e9,0.057523
0.,0.,0.,0.,0.,0.,0.,0.,3.858158427346589e9,0.057383
0.,0.,0.,0.,0.,0.,0.,0.,3.85815842741507e9,0.056547
0.,0.,0.,0.,0.,0.,0.,0.,3.858158427480423e9,0.057947
0.,0.,0.,0.,0.,0.,0.,0.,3.858158427621106e9,0.054787
0.,0.,0.,0.,0.,0.,0.,0.,3.858158427684124e9,0.057588
0.,0.,0.,0.,0.,0.,0.,0.,3.858158427750043e9,0.056785
0.,0.,0.,0.,0.,0.,0.,0.,3.858158427888438e9,0.056896
0.,0.,0.,0.,0.,0.,0.,0.,3.858158427954165e9,0.054418
0.,0.,0.,0.,0.,0.,0.,0.,3.858158428093182e9,0.057261
0.,0.,0.,0.,0.,0.,0.,0.,3.858158428158755e9,0.054539
0.,0.,0.,0.,0.,0.,0.,0.,3.858158428221435e9,0.056072
0.,0.,0.,0.,0.,0.,0.,0.,3.858158428286014e9,0.056959
0.,0.,0.,0.,0.,0.,0.,0.,3.858158428418712e9,0.056296
0.,0.,0.,0.,0.,0.,0.,0.,3.858158428554614e9,0.054028
0.,0.,0.,0.,0.,0.,0.,0.,3.858158428620295e9,0.098372
0.,0.,0.,0.,0.,0.,0.,0.,3.858158428739378e9,0.042137
0.,0.,0.,0.,0.,0.,0.,0.,3.858158428790451e9,0.04366
0.,0.,0.,0.,0.,0.,0.,0.,3.858158428845822e9,0.084681
0.,0.,0.,0.,0.,0.,0.,0.,3.858158428946612e9,0.155888
0.,0.,0.,0.,0.,0.,0.,0.,3.858158429111514e9,0.042106
0.,0.,0.,0.,0.,0.,0.,0.,3.858158429169698e9,0.066668
0.,0.,0.,0.,0.,0.,0.,0.,3.858158429246342e9,0.001911
0.,0.,0.,0.,0.,0.,0.,0.,3.858158429257631e9,0.001904
0.,0.,0.,0.,0.,0.,0.,0.,3.858158429268666e9,0.001842
0.,0.,0.,0.,0.,0.,0.,0.,3.858158429282381e9,0.001922
0.,0.,0.,0.,0.,0.,0.,0.,3.858158429293926e9,0.001856
0.,0.,0.,0.,0.,0.,0.,0.,3.858158429305027e9,0.001748
0.,0.,0.,0.,0.,0.,3.858158274066489e9,155.252744,0.,0.
